word,rootWord,sentimentTag,sentimentStrength,partOfSpeech,definition,exampleSentence,domain,relatedWords,isNegatable
Respect👍🏻,respect,positive,0.8,noun,(Bahasa Inggeris) Hormat; kagum. Digunakan sebagai ungkapan pujian atau penghormatan.,Kerja awak memang terbaik! Respect👍🏻,emotion,"['hormat', 'kagum', 'pujian']",True
menyedarkan,sedar,positive,0.6,verb,Membawa kepada kesedaran; mengingatkan seseorang akan sesuatu.,Pengalaman pahit itu menyedarkan saya tentang pentingnya persiapan.,psychology,"['menyedari', 'mengingatkan', 'insaf']",True
hon,hon,neutral,0,noun,Bunyi isyarat yang dihasilkan oleh hon kenderaan.,Pemandu bas itu membunyikan hon dengan kuat.,transportation,"['klakson', 'bunyi', 'isyarat']",False
iaitu,iaitu,neutral,0,conjunction,Yakni; adalah; digunakan untuk menjelaskan atau memperkenalkan sesuatu.,"Ada dua jenis buah-buahan di atas meja, iaitu epal dan oren.",general,"['yakni', 'adalah', 'contohnya']",False
kut,agaknya,neutral,0,adverb,(Kolokial) Mungkin; barangkali; agaknya.,"Dia datang esok kut, kalau tak sibuk.",informal communication,"['mungkin', 'barangkali', 'agaknya']",False
jamin,jamin,neutral,0,verb,Memberi jaminan; memastikan; bertanggungjawab atas sesuatu.,Saya jamin dia akan menyelesaikan tugasan ini dengan baik.,general,"['menjamin', 'memastikan', 'bertanggungjawab']",True
Malaysia.,Malaysia,neutral,0,proper noun,Nama sebuah negara di Asia Tenggara.,Malaysia. ialah sebuah negara yang berbilang kaum dan budaya.,geography,"['negara', 'Asia Tenggara', 'negara-negara']",False
profile,profile,neutral,0,noun,"(Bahasa Inggeris) Profil; gambaran ringkas tentang seseorang atau sesuatu, sering digunakan dalam konteks media sosial atau pekerjaan.",Sila kemas kini profile anda di laman web syarikat.,technology,"['profil', 'gambaran', 'biodata']",False
ga,tidak,neutral,0,negative particle,"(Kolokial, pengaruh Indonesia) Tidak; bukan. Digunakan sebagai partikel negatif.",Dia ga datang ke majlis semalam.,informal communication,"['tidak', 'tak', 'bukan']",False
tadah,tadah,neutral,0,verb,Menampung sesuatu yang jatuh atau dicurahkan.,Dia tadah air hujan dalam baldi.,general,"['menampung', 'menadah']",True
sambil,sambil,neutral,0,conjunction,Pada masa yang sama; serentak.,Dia menyanyi sambil menari.,general,"['serentak', 'sementara']",False
penjenayah,jenayah,negative,-0.8,noun,Orang yang melakukan jenayah; pesalah.,Polis berjaya menangkap penjenayah itu.,"crime, law","['pesalah', 'kriminal', 'perompak']",True
jalur,jalur,neutral,0,noun,Garis panjang; coret.,Bendera Malaysia mempunyai jalur merah putih.,general,"['garis', 'coret', 'lurah']",True
leka,leka,negative,-0.5,adjective,Terlalu asyik sehingga lupa akan hal lain; lalai.,Dia leka bermain telefon sehingga lupa makan.,general,"['lalai', 'alpa', 'asyik']",True
mau,mau,neutral,0,verb (modal),Hendak; ingin.,Dia mau pergi ke sana.,general,"['ingin', 'hendak', 'mahu']",True
belaka,belaka,neutral,0,adverb,Semua; seluruhnya; semata-mata.,Mereka semua datang belaka.,general,"['semua', 'seluruhnya', 'semata-mata']",False
geram,geram,negative,-0.7,adjective,Perasaan marah atau benci yang terpendam.,Dia geram dengan tingkah laku adiknya.,emotion,"['marah', 'benci', 'jengkel']",True
lah,lah,neutral,0,particle,Penegas perkataan; penanda seru.,Cepatlah datang!,linguistics,[],False
situasi,situasi,neutral,0,noun,Keadaan atau kedudukan sesuatu.,Situasi ekonomi negara semakin stabil.,general,"['keadaan', 'kedudukan', 'hal']",True
Menyamun,samun,negative,-0.9,verb,Melakukan perbuatan merompak atau merampas harta dengan kekerasan.,Mereka ditahan kerana menyamun kedai emas.,"crime, law","['merompak', 'merampas', 'memcuri']",True
laju,laju,neutral,0,adjective,Cepat; deras.,Kereta itu bergerak dengan sangat laju.,general,"['cepat', 'pantas', 'deras']",True
kuku,kuku,neutral,0,noun,Bahagian keras yang tumbuh di hujung jari tangan atau kaki.,Dia memotong kukunya.,anatomy,"['jari', 'tangan', 'kaki']",True
tu,itu,neutral,0,pronoun (colloquial),Itu; penunjuk sesuatu yang jauh.,Buku tu sangat menarik.,general,"['ini', 'sana']",False
undur,undur,neutral,0,verb,Bergerak ke belakang; berundur.,Dia undur ke belakang sedikit.,general,"['berundur', 'surut', 'mundur']",True
bawah,bawah,neutral,0,preposition,Kedudukan yang lebih rendah.,Bola itu berada di bawah meja.,spatial,"['atas', 'bawah']",True
anjing,anjing,neutral,0,noun,Sejenis haiwan mamalia berkaki empat.,Anjing itu sedang menyalak.,animal,"['binatang', 'peliharaan', 'kucing']",True
abang,abang,neutral,0,noun,Kakak lelaki; panggilan untuk lelaki yang lebih tua.,Abang saya bekerja di Kuala Lumpur.,"family, social","['kakak', 'adik', 'saudara']",True
defense,defense,neutral,0,noun,Pertahanan; tindakan mempertahankan diri.,Pasukan itu mempunyai defense yang kuat.,"sports, military","['pertahanan', 'perlindungan', 'serangan (antonym)']",True
drg,mereka,neutral,0,pronoun (colloquial),Mereka; kata ganti nama diri ketiga jamak (tidak formal).,Drg dah balik.,general,"['mereka', 'diorang']",False
hit,hit,neutral,0,verb/noun,Pukul; memukul (verb). Kejayaan; populariti (noun).,Dia cuba hit bola itu.,"general, sports, music","['pukul', 'hentam', 'popular']",True
bukak,buka,neutral,0,verb (colloquial),Membuka; tidak tertutup.,Tolong bukak pintu itu.,general,"['tutup (antonym)', 'buka']",True
orang,orang,neutral,0,noun,Manusia; individu.,Banyak orang datang ke majlis itu.,general,"['manusia', 'individu', 'rakyat']",True
knock,knock,neutral,0,verb,Mengetuk; memukul.,Dia knock pintu sebelum masuk.,general,"['ketuk', 'pukul', 'hentam']",True
pecah,pecah,negative,-0.6,verb/adjective,Terbelah-belah atau hancur; rosak.,Cermin itu pecah.,general,"['hancur', 'retak', 'rosak']",True
praktis,praktis,neutral,0,verb/noun,Berlatih; melakukan sesuatu berulang kali untuk mahir.,Dia praktis bermain gitar setiap hari.,"general, education, sports","['berlatih', 'latihan', 'latih']",True
kita,kita,neutral,0,pronoun,Kami; penunjuk diri pertama jamak (termasuk yang diajak bicara).,Kita pergi bersama-sama.,general,"['kami', 'saya', 'mereka']",False
hebat,hebat,positive,0.8,adjective,Luar biasa; sangat baik atau mengagumkan.,Persembahan mereka sangat hebat.,general,"['cemerlang', 'mengagumkan', 'dahsyat']",True
berani,berani,positive,0.7,adjective,Tidak takut; gagah.,Dia seorang yang berani.,personality,"['gagah', 'perkasa', 'takut (antonym)']",True
Lain,lain,neutral,0,adjective,Berbeza; tidak sama.,Itu cerita lain.,general,"['beza', 'berlainan', 'sama (antonym)']",True
tu,itu,neutral,0,pronoun (colloquial),Itu; penunjuk sesuatu yang jauh.,Buku tu sangat menarik.,general,"['ini', 'sana']",False
aku,aku,neutral,0,pronoun,Saya; kata ganti nama diri pertama tunggal (tidak formal).,Aku suka makan nasi lemak.,general,"['saya', 'beta']",False
sebagainya,bagai,neutral,0,adverb,Dan lain-lain; dan yang seumpamanya.,"Mereka menjual buku, pensel dan sebagainya.",general,"['dan lain-lain', 'dll']",False
dulu,dulu,neutral,0,adverb,Pada masa yang lampau; dahulu.,Dulu saya tinggal di kampung.,time,"['dahulu', 'kini (antonym)', 'sekarang (antonym)']",False
Palestina,Palestina,neutral,0,noun (proper noun),Sebuah negara atau wilayah di Asia Barat.,Konflik di Palestina masih berterusan.,"geography, politics","['Timur Tengah', 'Israel']",False
Indonesia,Indonesia,neutral,0,noun (proper noun),Sebuah negara di Asia Tenggara.,Indonesia mempunyai banyak pulau.,"geography, politics","['Asia Tenggara', 'Malaysia']",False
Nanti,nanti,neutral,0,adverb,Kemudian; tidak lama lagi.,Dia akan datang nanti.,time,"['kemudian', 'sebentar lagi', 'sekarang (antonym)']",False
Selain,selain,neutral,0,conjunction,Di samping; di luar daripada.,"Selain itu, dia juga pandai melukis.",general,"['di samping', 'kecuali', 'tambahan']",False
17,17,neutral,0,numeral,Angka selepas 16.,Dia berumur 17 tahun.,"mathematics, general","['nombor', 'angka']",False
ehh,eh,neutral,0,interjection,Ungkapan terkejut atau ragu-ragu.,"Ehh, kenapa tak cakap awal-awal?",general,"['oh', 'wah', 'aduh']",False
klu,kalau,neutral,0,conjunction (colloquial),Apabila; andai kata.,"Klu hujan, kita tak jadi pergi.",general,"['kalau', 'jika', 'apabila']",False
tabik,tabik,positive,0.6,verb/noun,Memberi hormat; memberi salam.,Askar itu memberi tabik hormat.,"military, social","['hormat', 'salut', 'salam']",True
Apa,apa,neutral,0,pronoun (interrogative),Kata tanya untuk benda atau perkara.,Apa yang berlaku?,general,"['siapa', 'mana', 'bila']",False
tlong,tolong,positive,0.5,verb (colloquial),Membantu; memberikan bantuan.,Tolong angkat barang ini.,general,"['bantu', 'sokong', 'meminta']",True
haritu,hari itu,neutral,0,adverb (colloquial),Pada hari yang disebutkan; hari tersebut.,Haritu saya ada nampak dia.,time,"['semalam', 'kelmarin', 'dahulu']",False
polisi,polisi,neutral,0,noun,Dasar; aturan; atau badan berkuasa polis (tidak formal).,Polisi syarikat itu sangat ketat.,"administration, law","['dasar', 'peraturan', 'undang-undang']",True
gate,gate,neutral,0,noun,Pintu pagar; pintu masuk.,Dia menunggu di gate lapangan terbang.,"travel, architecture","['pintu', 'pagar', 'laluan']",True
cedera,cedera,negative,-0.7,adjective,Mengalami luka atau kecederaan.,Dia cedera dalam kemalangan itu.,"health, medical","['luka', 'tercedera', 'parah']",True
barakah,barakah,positive,0.9,noun,Keberkatan; limpahan kebaikan dari Tuhan.,Semoga hidup kita sentiasa mendapat barakah.,"religion, spirituality","['berkat', 'rahmat', 'rezeki']",True
ni,ini,neutral,0,pronoun (colloquial),Ini; penunjuk sesuatu yang dekat.,Buku ni sangat bagus.,general,"['itu', 'sana']",False
kakap,kakap,neutral,0,noun,Sejenis ikan laut; atau orang penting/besar dalam sesuatu bidang (kiasan).,Kami makan ikan kakap bakar.,"food, general","['ikan', 'penting (kiasan)', 'besar (kiasan)']",True
bodoh,bodoh,negative,-0.8,adjective,Tidak cerdik; dungu.,Jangan jadi orang bodoh.,personality,"['dungu', 'bebal', 'pandai (antonym)']",True
guy,guy,neutral,0,noun,Lelaki; orang lelaki (pinjaman Inggeris).,Dia adalah seorang guy yang baik.,general,"['lelaki', 'orang', 'pemuda']",True
kedudukan,duduk,neutral,0,noun,Posisi; status; tempat.,Dia mempunyai kedudukan yang tinggi dalam syarikat.,"general, social, professional","['posisi', 'status', 'tempat']",True
ini,ini,neutral,0,pronoun,Penunjuk sesuatu yang dekat.,Buku ini sangat bagus.,general,"['itu', 'sana']",False
kita,kita,neutral,0,pronoun,Kami; penunjuk diri pertama jamak (termasuk yang diajak bicara).,Kita pergi bersama-sama.,general,"['kami', 'saya', 'mereka']",False
bawa,bawa,neutral,0,verb,Mengangkat atau membawa sesuatu dari satu tempat ke tempat lain.,Tolong bawa buku itu ke sini.,general,"['membawa', 'angkat', 'memikul']",True
tuan,tuan,neutral,0,noun/pronoun,Panggilan hormat kepada lelaki; pemilik.,"Selamat datang, Tuan.","social, general","['puan', 'encik', 'pemilik']",True
bertindak,tindak,neutral,0,verb,Melakukan sesuatu; mengambil tindakan.,Polis perlu bertindak segera.,"general, law","['berbuat', 'beraksi', 'mengambil tindakan']",True
"Cak,",Cak,neutral,0,interjection,"Bunyi atau perkataan yang digunakan untuk menarik perhatian, biasanya kanak-kanak, atau sebagai ungkapan terkejut/gembira ringkas.","""Cak!"" kata ibu sambil mencuit pipi anaknya.",general,"['hei', 'eh', 'ooh']",False
Mcm,Macam,neutral,0,adverb,"Kependekan bagi 'macam'; serupa dengan, seperti.",Baju dia mcm baju saya.,general,"['seperti', 'serupa', 'bagai']",False
aja,sahaja,neutral,0,adverb,Kependekan bagi 'sahaja'; hanya.,"Makan nasi aja, tak ada lauk lain.",general,"['hanya', 'cuma', 'saja']",False
pistol,pistol,neutral,0,noun,Senjata api genggam kecil.,Polis merampas sepucuk pistol daripada suspek.,"law enforcement, crime","['revolver', 'senapang', 'senjata']",False
d,di,neutral,0,preposition,Kependekan bagi 'di'; menunjukkan lokasi atau tempat.,Dia ada d rumah.,general,"['di', 'pada']",False
somethings,sesuatu,neutral,0,pronoun,Ungkapan bahasa Inggeris yang bermaksud 'sesuatu'. Digunakan secara tidak formal dalam perbualan campur kod.,Ada somethings tak kena dengan kereta ni.,general,"['sesuatu', 'benda']",False
"cedera,dh","cedera, sudah",negative,-0.7,"adjective, adverb",Gabungan 'cedera' (mengalami luka atau kecederaan) dan kependekan 'dh' bagi 'sudah' (telah).,"Mangsa cedera,dh dihantar ke hospital.","health, crime","['luka', 'teruk', 'telah', 'sudah']",True
tahun,tahun,neutral,0,noun,Jangka masa dua belas bulan.,Saya akan melancong tahun depan.,time,"['bulan', 'hari', 'abad']",False
bapak,bapak,neutral,0,noun,Ayah atau orang lelaki yang dihormati.,Bapak saya seorang petani.,family,"['ayah', 'papa', 'abah']",False
ketakutan...kasihan,"takut, kasihan",negative,-0.8,"noun, adjective",Gabungan 'ketakutan' (keadaan takut/gerun) dan 'kasihan' (rasa simpati terhadap kesusahan orang lain).,Wajah kanak-kanak itu menunjukkan ketakutan...kasihan sungguh melihatnya.,"emotion, general","['kegerunan', 'kebimbangan', 'simpati', 'belas']",True
world.....,dunia,neutral,0,noun,Ungkapan bahasa Inggeris yang bermaksud 'dunia'; merujuk kepada bumi dan semua kehidupan di dalamnya.,Ini adalah masalah world yang perlu diselesaikan.,general,"['dunia', 'bumi']",False
rmpak,rompak,negative,-0.9,verb,"Kependekan bagi 'rompak'; merompak, mencuri dengan kekerasan.",Penjahat cuba rmpak bank itu.,crime,"['samun', 'curi', 'rampas']",True
haa,ha,neutral,0,interjection,"Ungkapan yang menunjukkan persetujuan, kejutan, atau untuk menarik perhatian.","""Haa, baru kau tahu!""",general,"['ya', 'oh', 'eh']",False
Untuk,untuk,neutral,0,preposition,"Sebagai tujuan, bagi, kepada.",Hadiah ini untuk kamu.,general,"['bagi', 'kepada']",False
da..ada,ada,neutral,0,verb,"Kependekan bagi 'ada'; wujud, mempunyai. Pengulangan 'ada' mungkin untuk penekanan atau kesan bunyi.",Barang itu da..ada di sana.,general,"['wujud', 'memiliki', 'mempunyai']",True
sebagai,sebagai,neutral,0,preposition,Berfungsi atau berperanan sebagai.,Dia bekerja sebagai guru.,general,"['selaku', 'menjadi', 'berperanan']",False
Kelau,Kalau,neutral,0,conjunction,"Kependekan bagi 'kalau'; jika, sekiranya.","Kelau hujan, kita batalkan perkelahan.",general,"['jika', 'sekiranya', 'andai']",False
kira,kira,neutral,0,verb,Membuat pengiraan; menganggap; menjangka.,Dia sedang kira jumlah wang.,"mathematics, general","['hitung', 'sangka', 'anggapan']",True
Hamidi.,Hamidi,neutral,0,proper noun,Nama diri bagi seorang lelaki.,Hamidi belajar di universiti.,personal,[],False
gaya,gaya,neutral,0,noun,"Cara, bentuk, fesyen atau ragam.",Dia mempunyai gaya berjalan yang unik.,"fashion, general","['cara', 'fesyen', 'ragam']",False
Malaysiaku..😥,Malaysia,negative,-0.5,proper noun,"Merujuk kepada negara Malaysia, dengan imbuhan posesif '-ku' (milik saya), dan emoji sedih yang menunjukkan kekecewaan atau kesedihan.",Saya sedih melihat keadaan Malaysiaku..😥,"geography, patriotism, emotion","['negara', 'tanah air']",False
keluarga,keluarga,neutral,0,noun,"Sekumpulan individu yang mempunyai hubungan darah, perkahwinan, atau angkat.",Kami akan bercuti bersama keluarga.,family,"['sanak saudara', 'kerabat', 'famili']",False
Terlalu,lalu,neutral,0,adverb,Melebihi batas; sangat.,Makanan ini terlalu manis.,general,"['sangat', 'amat', 'sungguh']",False
lg,lagi,neutral,0,adverb,"Kependekan bagi 'lagi'; tambahan, sekali lagi, masih.",Mahu makan lg?,general,"['lagi', 'tambahan', 'masih']",False
maju,maju,positive,0.8,verb,Bergerak ke hadapan; berkembang pesat; moden.,Negara kita sedang maju dengan pesat.,"development, economy","['berkembang', 'progresif', 'moden', 'mundur']",True
jabatan,jabat,neutral,0,noun,Bahagian sesebuah organisasi atau institusi.,Dia bekerja di jabatan kerajaan.,"administration, government","['bahagian', 'agensi', 'pejabat']",False
last2,akhirnya,neutral,0,adverb,Kependekan tidak formal bagi 'last-last' atau 'akhirnya'; pada penghujungnya.,"Dia cuba lari, last2 kena tangkap juga.",general,"['akhirnya', 'pada akhirnya', 'kesudahannya']",False
pencuri,curi,negative,-0.9,noun,Orang yang melakukan perbuatan mencuri.,Pencuri itu berjaya ditangkap oleh polis.,crime,"['perompak', 'penyamun', 'maling']",False
pnjng,panjang,neutral,0,adjective,Kependekan bagi 'panjang'; mempunyai jarak yang besar dari satu hujung ke hujung yang lain.,Rambut dia pnjng sangat.,general,"['lebar', 'tinggi', 'pendek']",True
akuni,"aku, ini",neutral,0,pronoun,Gabungan tidak formal 'aku' (saya) dan 'ini' (ini). Biasanya digunakan untuk menekankan 'aku' dalam konteks tertentu.,Akuni dah cakap jangan buat macam tu.,general,"['saya', 'ini']",False
pesalah,salah,negative,-0.7,noun,Orang yang melakukan kesalahan atau jenayah.,Pesalah itu dijatuhi hukuman penjara.,"law, crime","['penjenayah', 'tertuduh', 'banduan']",False
dipakai,pakai,neutral,0,verb,"Digunakan; dikenakan (pakaian, barang).",Baju itu jarang dipakai.,general,"['digunakan', 'dikenakan', 'digayakan']",True
nye...kena,"nya, kena",neutral,0,"particle, verb","Gabungan kependekan 'nya' (partikel penegas/penunjuk) dan 'kena' (mesti, harus; atau terkena sesuatu).",Dia nye...kena datang esok.,general,"['nya', 'mesti', 'harus', 'terkena']",True
Kamus,kamus,neutral,0,noun,Buku rujukan yang mengandungi senarai perkataan dengan definisi dan maklumat lain.,Saya mencari maksud perkataan di dalam kamus.,"education, linguistics","['leksikon', 'tesaurus', 'glosari']",False
laknat,laknat,negative,-0.9,adjective,Kutukan atau celaan; seseorang atau sesuatu yang terkutuk.,Perbuatan laknat itu harus dihentikan.,"religion, ethics","['terkutuk', 'celaka', 'jahat']",True
kaw2,kaw-kaw,neutral,0,adverb,"Slanga untuk 'teruk', 'habis-habisan', 'sangat'.",Dia kena marah kaw2.,informal,"['sangat', 'teruk', 'bersungguh-sungguh']",False
bodoh.,bodoh,negative,-0.8,adjective,Tidak pandai; bebal; dungu.,Jangan jadi orang yang bodoh.,general,"['dungu', 'bebal', 'pandai']",True
basmi,basmi,positive,0.7,verb,Menghapuskan sama sekali; membanteras.,Kerajaan berazam untuk basmi kemiskinan.,"social, government","['hapus', 'banteras', 'musnahkan']",True
Metro.,Metro,neutral,0,proper noun,Nama akhbar (Harian Metro) atau sistem pengangkutan.,Saya membaca berita di Harian Metro.,"media, transport",[],False
jer,sahaja,neutral,0,adverb,Slanga untuk 'sahaja' atau 'saja'; hanya.,Ambil sikit jer.,informal,"['saja', 'sahaja', 'hanya']",False
langit,langit,neutral,0,noun,Ruang angkasa yang membentang di atas bumi.,Burung terbang tinggi di langit.,nature,"['angkasa', 'awan', 'bumi']",False
alang2,alang-alang,neutral,0,adverb,Kependekan bagi 'alang-alang'; kalau sudah terlanjur; tidak ada pilihan.,"Alang2 dah sampai, biar terus habiskan kerja ni.",general,"['kalau sudah terlanjur', 'memandangkan']",False
tu..eee,"itu, eee",negative,-0.4,"demonstrative pronoun, interjection","Gabungan 'tu' (kependekan 'itu'; menunjukkan sesuatu) dan 'eee' (ungkapan jijik, meluat atau tidak suka).","Baju tu..eee, kotornya!","general, emotion","['itu', 'jijik', 'geli']",False
aman,aman,positive,0.8,adjective,"Bebas dari kekacauan, huru-hara, atau bahaya; tenteram, damai.",Keadaan negara sangat aman dan damai.,"social, politics","['damai', 'tenteram', 'sejahtera', 'huru-hara']",True
.ramai,ramai,neutral,0,adjective,Banyak orang atau benda berkumpul; riuh rendah.,Orang ramai berkumpul di dataran.,general,"['banyak', 'sibuk', 'sedikit']",True
"penyangak,tapi","sangak, tetapi",negative,-0.7,"noun, conjunction","Gabungan 'penyangak' (penjahat, orang jahat) dan kependekan 'tapi' bagi 'tetapi' (namun, sungguhpun begitu).","Dia seorang penyangak,tapi kini sudah bertaubat.","crime, general","['penjahat', 'penipu', 'namun', 'walau bagaimanapun']",False
Izinkan,izin,neutral,0,verb,Memberi kebenaran; membenarkan.,Izinkan saya masuk.,general,"['benarkan', 'persetujukan', 'larang']",True
kejadian,jadi,neutral,0,noun,Peristiwa atau insiden yang berlaku.,Kejadian rompakan itu mengejutkan penduduk.,"general, news","['peristiwa', 'insiden', 'hal']",False
kurang,kurang,neutral,0,adverb,Tidak cukup; tidak seberapa; belum sempurna.,Makanan ini kurang masin.,general,"['tidak cukup', 'defisit', 'lebih']",True
Fulamak,Fulamak,positive,0.6,interjection,"Ungkapan rasa terkejut, kagum, atau tidak percaya. Bentuk slanga dari ""Subhanallah"" atau ""Ya Allah"".","""Fulamak! Cantiknya kereta awak!""","informal, emotion","['wah', 'wow', 'subhanallah']",False
kerja,kerja,neutral,0,noun/verb,Aktiviti melakukan sesuatu untuk mendapatkan wang atau mencapai tujuan; pekerjaan.,Dia sangat fokus pada kerjanya.,"umum, ekonomi","['pekerjaan', 'tugasan', 'tugas', 'buruh']",True
Mau,mau,neutral,0,verb (auxiliary),Ingin atau berhasrat untuk melakukan sesuatu.,Saya mau makan nasi goreng.,umum,"['ingin', 'mahu', 'hendak']",True
bad,bad,negative,-0.7,adjective,Tidak baik; buruk (istilah pinjaman dari bahasa Inggeris yang biasa digunakan secara tidak formal).,Kualiti produk itu sangat bad.,umum,"['buruk', 'teruk', 'jelek']",True
wkwk,wkwk,positive,0.6,interjection,Ungkapan ketawa atau geli hati (singkatan internet).,"Dia bercerita tentang insiden lucu itu, wkwk.","internet, komunikasi","['haha', 'lol', 'hihi']",False
jalan,jalan,neutral,0,noun/verb,Permukaan yang dibina untuk laluan kenderaan atau pejalan kaki; bergerak dengan kaki.,Kami jalan kaki ke kedai.,"umum, geografi","['laluan', 'denai', 'bergerak', 'berjalan']",True
seseorang,seorang,neutral,0,pronoun,Mana-mana orang yang tidak dikenal pasti.,Ada seseorang mengetuk pintu.,umum,"['sesiapa', 'individu']",False
xpe,tak apa,neutral,0.2,interjection/phrase,Singkatan dari 'tak apa'; tidak mengapa; tidak mengapa.,"Jangan risau, xpe.",komunikasi informal,"['tak mengapa', 'tidak apa-apa']",False
hahah,hahah,positive,0.7,interjection,Ungkapan bunyi ketawa.,"Dia ketawa terbahak-bahak, hahah.",komunikasi,"['wkwk', 'lol', 'hihi']",False
kita,kita,neutral,0,pronoun,Kata ganti nama diri pertama majmuk (termasuk orang yang diajak bercakap).,Kita akan pergi bersama-sama.,umum,"['kami', 'saya', 'anda']",False
kelantan,Kelantan,neutral,0,noun (proper noun),Salah sebuah negeri di Malaysia.,Dia berasal dari Kelantan.,"geografi, politik","['Malaysia', 'negeri']",False
pasar,pasar,neutral,0,noun,Tempat di mana barangan dibeli dan dijual.,Ibu pergi ke pasar untuk membeli sayur.,"ekonomi, perdagangan","['kedai', 'jualan', 'pasar raya']",True
sgt,sangat,neutral,0,adverb,Singkatan dari 'sangat'; amat; terlalu.,Makanan itu sgt sedap.,umum,"['sangat', 'amat', 'terlalu']",False
ampun,ampun,neutral,0.4,noun/verb,Maaf; kemaafan; meminta kemaafan.,Hamba mohon ampun tuanku.,"umum, agama","['maaf', 'kemaafan', 'berkat']",True
perlu,perlu,neutral,0,verb/adjective,Mesti ada; dikehendaki; harus.,Kita perlu berusaha lebih gigih.,umum,"['mesti', 'harus', 'wajib']",True
juga,juga,neutral,0,adverb,Pula; pun; juga.,Dia juga datang ke majlis itu.,umum,"['pun', 'pula', 'selain itu']",False
Kan,bukan,neutral,0,particle/interjection,Singkatan bagi 'bukan' (untuk bertanya atau mengesahkan); atau partikel penegas.,"Awak dah makan, kan?",komunikasi,"['bukan', 'ya']",False
lepas,lepas,neutral,0,verb/adjective/preposition,Bebas dari ikatan; setelah sesuatu berlaku; melepaskan.,Dia lepas dari penjara.,umum,"['bebas', 'selesai', 'setelah', 'usai']",True
kesampatan,sempat,neutral,0,noun,Keadaan berpeluang atau mempunyai masa yang cukup untuk melakukan sesuatu.,Dia tidak ada kesampatan untuk datang.,umum,"['peluang', 'masa', 'kelapangan']",True
dadah,dadah,negative,-0.9,noun,Bahan terlarang yang boleh menyebabkan ketagihan dan kemudaratan.,Penyalahgunaan dadah adalah jenayah serius.,"kesihatan, jenayah","['narkotik', 'ubat-ubatan terlarang']",True
hitam,hitam,neutral,0,adjective,"Warna paling gelap, hasil daripada ketiadaan atau penyerapan penuh cahaya.",Kereta itu berwarna hitam.,umum,"['gelap', 'kelam', 'putih']",True
ingat,ingat,neutral,0,verb,Menyimpan dalam ingatan; tidak lupa.,Ingat pesan ibu.,umum,"['kenang', 'teringat', 'lupa']",True
salah,salah,negative,-0.6,adjective/noun,Tidak betul; khilaf; kesalahan.,Jawapan kamu salah.,umum,"['silap', 'keliru', 'betul', 'benar']",True
ato,atau,neutral,0,conjunction,Singkatan dari 'atau'; pilihan antara dua atau lebih.,Nak makan nasi ato mi?,komunikasi informal,"['atau', 'mahupun']",False
mundur,mundur,negative,-0.5,verb/adjective,Bergerak ke belakang; tidak maju; kemerosotan.,Negara itu mundur dalam teknologi.,"umum, ekonomi, politik","['undur', 'surut', 'merosot', 'maju']",True
menumpah,tumpah,neutral,-0.3,verb,Menyebabkan sesuatu cecair jatuh keluar dari bekasnya; mencurahkan.,Dia menumpahkan air di atas meja.,umum,"['mencurahkan', 'melimpahkan']",True
sis,sister,neutral,0.2,noun (informal address),Singkatan bagi 'sister' (kakak atau panggilan mesra untuk wanita).,"Hai sis, nak order apa?",komunikasi informal,"['kakak', 'saudari', 'bro']",False
alang2,alang-alang,neutral,0,adverb/conjunction,Oleh kerana sudah bermula; sekali gus; sekadar untuk mengisi masa.,"Alang-alang dah sampai sini, baik kita makan.",umum,"['sekali gus', 'sambil menyelam minum air']",False
sure,sure,positive,0.6,adjective/adverb,Pasti; tentu (istilah pinjaman dari bahasa Inggeris yang biasa digunakan secara tidak formal).,Awak sure ke boleh buat?,"umum, komunikasi informal","['pasti', 'tentu', 'yakin']",True
teraniaya,aniaya,negative,-0.8,adjective/verb,"Mengalami kezaliman, penderitaan, atau ketidakadilan; ditindas.",Dia berasa teraniaya dengan layanan itu.,"keadilan, sosial","['tertindas', 'dizalimi', 'menderita']",True
then,then,neutral,0,adverb/conjunction,Kemudian; selepas itu (istilah pinjaman dari bahasa Inggeris yang biasa digunakan secara tidak formal).,"Mula-mula buat ni, then buat tu.",komunikasi informal,"['kemudian', 'selepas itu', 'lalu']",False
Pindah,pindah,neutral,0,verb,Bergerak dari satu tempat ke tempat lain; bertukar tempat.,Keluarga itu akan pindah ke rumah baru.,umum,"['beralih', 'berpindah', 'berhijrah']",True
dada,dada,neutral,0,noun,Bahagian atas badan antara leher dan perut.,Dia memegang dadanya kerana sakit.,"anatomi, kesihatan","['jantung', 'paru-paru']",False
wak,wak,neutral,0.2,noun (informal address),"Panggilan ringkas untuk 'awak' atau 'Pak Wak' (panggilan kehormat bagi lelaki tua, terutamanya di sesetengah komuniti).",Wak nak ke mana?,komunikasi informal,"['awak', 'pak cik', 'encik']",False
menguji,uji,neutral,0,verb,"Melakukan ujian untuk menilai keupayaan, kualiti, atau kebenaran sesuatu.",Mereka menguji kekuatan jambatan itu.,"pendidikan, sains, umum","['mencuba', 'menilai', 'memeriksa']",True
tunggu,tunggu,neutral,0,verb,Berhenti dan tidak melakukan apa-apa sehingga sesuatu berlaku atau seseorang tiba.,Sila tunggu sebentar.,umum,"['nanti', 'sabar']",True
